id_voo,numero_voo,data_voo,ano,mes,mes_nome,ano_mes,dia_semana,origem_cidade,origem_iata,origem_uf,origem_regiao,origem_lat,origem_lon,destino_cidade,destino_iata,destino_uf,destino_regiao,destino_lat,destino_lon,rota,distancia_km,tipo_aeronave,capacidade_aeronave,passageiros,taxa_ocupacao,preco_medio_passagem,receita_voo,custo_voo,lucro_voo,atraso_minutos,situacao_voo,motivo_atraso_cancelamento,duracao_minutos,satisfacao_passageiros
V104193,VX9359,2026-01-23,2026,1,Janeiro,2026-01,Sexta,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,CGH - CNF,524,ATR 72-600,70,52,0.7429,192.2000,9994.4000,14111.6600,-4117.2600,47.0000,Atrasado,Atraso da aeronave anterior,68,3.4000
V104194,VX4716,2026-01-23,2026,1,Janeiro,2026-01,Sexta,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,CGH - SDU,366,ATR 72-600,70,70,1.0000,240.2700,16818.9000,10184.2200,6634.6800,0.0000,Pontual,Sem intercorrência,49,5.0000
V104195,VX7492,2026-01-23,2026,1,Janeiro,2026-01,Sexta,Campinas,VCP,SP,Sudeste,-23.0074,-47.1345,Rio de Janeiro,GIG,RJ,Sudeste,-22.8090,-43.2506,VCP - GIG,398,Embraer E195-E2,136,94,0.6912,258.1700,24267.9800,19754.0600,4513.9200,2.0000,Pontual,Sem intercorrência,53,5.0000
V104196,VX3924,2026-01-23,2026,1,Janeiro,2026-01,Sexta,Porto Alegre,POA,RS,Sul,-29.9939,-51.1711,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,POA - CGH,838,Boeing 737-800,186,139,0.7473,246.8100,34306.5900,36619.6800,-2313.0900,0.0000,Pontual,Sem intercorrência,84,4.3000
V104197,VX1004,2026-01-23,2026,1,Janeiro,2026-01,Sexta,Campinas,VCP,SP,Sudeste,-23.0074,-47.1345,Rio de Janeiro,GIG,RJ,Sudeste,-22.8090,-43.2506,VCP - GIG,398,Boeing 737-800,186,142,0.7634,217.6500,30906.3000,28502.4600,2403.8400,0.0000,Pontual,Sem intercorrência,53,4.7000
V104198,VX3591,2026-01-23,2026,1,Janeiro,2026-01,Sexta,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,Campinas,VCP,SP,Sudeste,-23.0074,-47.1345,SDU - VCP,407,Boeing 737-800,186,155,0.8333,266.6100,41324.5500,33791.6700,7532.8800,89.0000,Atrasado,Documentação/embarque de passageiros,66,3.4000
V104199,VX7676,2026-01-23,2026,1,Janeiro,2026-01,Sexta,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,Fortaleza,FOR,CE,Nordeste,-3.7763,-38.5326,GRU - FOR,2347,Boeing 737-800,186,156,0.8387,554.7900,86547.2400,70345.7800,16201.4600,4.0000,Pontual,Sem intercorrência,192,3.4000
V104200,VX3494,2026-01-23,2026,1,Janeiro,2026-01,Sexta,Fortaleza,FOR,CE,Nordeste,-3.7763,-38.5326,Recife,REC,PE,Nordeste,-8.1264,-34.9236,FOR - REC,627,ATR 72-600,70,54,0.7714,292.1400,15775.5600,16808.9200,-1033.3600,0.0000,Pontual,Sem intercorrência,85,3.3000
V104201,VX4797,2026-01-23,2026,1,Janeiro,2026-01,Sexta,Rio de Janeiro,GIG,RJ,Sudeste,-22.8090,-43.2506,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,GIG - GRU,337,Airbus A320neo,180,123,0.6833,277.9200,34184.1600,27920.7200,6263.4400,46.0000,Atrasado,Atraso da aeronave anterior,59,3.1000
V104202,VX9797,2026-01-23,2026,1,Janeiro,2026-01,Sexta,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,GRU - BSB,855,Airbus A320neo,180,180,1.0000,341.8300,61529.4000,34586.4900,26942.9100,46.0000,Atrasado,Congestionamento do aeroporto,102,3.5000
V104203,VX3818,2026-01-24,2026,1,Janeiro,2026-01,Sábado,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,Rio de Janeiro,GIG,RJ,Sudeste,-22.8090,-43.2506,GRU - GIG,337,ATR 72-600,70,47,0.6714,282.5600,13280.3200,11389.1000,1891.2200,0.0000,Pontual,Sem intercorrência,61,4.7000
V104204,VX2570,2026-01-24,2026,1,Janeiro,2026-01,Sábado,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,CNF - BSB,592,Embraer E195-E2,136,127,0.9338,243.0800,30871.1600,22522.3900,8348.7700,5.0000,Pontual,Sem intercorrência,72,4.6000
V104205,VX6579,2026-01-24,2026,1,Janeiro,2026-01,Sábado,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,GRU - CNF,496,ATR 72-600,70,56,0.8000,257.1700,14401.5200,14188.8600,212.6600,6.0000,Pontual,Sem intercorrência,67,3.4000
V104206,VX4945,2026-01-25,2026,1,Janeiro,2026-01,Domingo,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,CGH - SDU,366,Embraer E195-E2,136,136,1.0000,277.8800,37791.6800,19952.2100,17839.4700,10.0000,Pontual,Sem intercorrência,55,4.4000
V104207,VX4923,2026-01-25,2026,1,Janeiro,2026-01,Domingo,Campinas,VCP,SP,Sudeste,-23.0074,-47.1345,Belém,BEL,PA,Norte,-1.3792,-48.4763,VCP - BEL,2409,Boeing 737-800,186,0,0.0000,552.9400,0.0000,29440.5000,-29440.5000,,Cancelado,Manutenção técnica,201,
V104208,VX8910,2026-01-25,2026,1,Janeiro,2026-01,Domingo,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,BSB - CGH,873,Airbus A320neo,180,180,1.0000,332.5400,59857.2000,29765.3500,30091.8500,62.0000,Atrasado,Congestionamento do aeroporto,82,3.1000
V104209,VX1987,2026-01-25,2026,1,Janeiro,2026-01,Domingo,Campinas,VCP,SP,Sudeste,-23.0074,-47.1345,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,VCP - CNF,498,Embraer E195-E2,136,92,0.6765,316.5400,29121.6800,23939.5000,5182.1800,40.0000,Atrasado,Documentação/embarque de passageiros,59,4.4000
V104210,VX1386,2026-01-25,2026,1,Janeiro,2026-01,Domingo,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,BSB - CGH,873,Boeing 737-800,186,138,0.7419,314.3200,43376.1600,40066.1400,3310.0200,82.0000,Atrasado,Congestionamento do aeroporto,95,2.5000
V104211,VX1586,2026-01-25,2026,1,Janeiro,2026-01,Domingo,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,Porto Alegre,POA,RS,Sul,-29.9939,-51.1711,GRU - POA,866,Airbus A320neo,180,179,0.9944,375.6700,67244.9300,33507.5600,33737.3700,6.0000,Pontual,Sem intercorrência,91,4.1000
V104212,VX1525,2026-01-25,2026,1,Janeiro,2026-01,Domingo,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,CGH - SDU,366,Airbus A320neo,180,153,0.8500,278.0900,42547.7700,26069.2700,16478.5000,28.0000,Atrasado,Congestionamento do aeroporto,52,4.6000
V104213,VX6357,2026-01-25,2026,1,Janeiro,2026-01,Domingo,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,CGH - CNF,524,Boeing 737-800,186,186,1.0000,287.6900,53510.3400,30809.3100,22701.0300,8.0000,Pontual,Sem intercorrência,69,4.2000
V104214,VX8403,2026-01-25,2026,1,Janeiro,2026-01,Domingo,Maceió,MCZ,AL,Nordeste,-9.5108,-35.7917,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,MCZ - CGH,1948,Airbus A320neo,180,178,0.9889,470.1800,83692.0400,53210.9300,30481.1100,7.0000,Pontual,Sem intercorrência,170,3.5000
V104215,VX5329,2026-01-25,2026,1,Janeiro,2026-01,Domingo,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,CNF - CGH,524,Embraer E195-E2,136,135,0.9926,289.7400,39114.9000,21612.8500,17502.0500,6.0000,Pontual,Sem intercorrência,62,3.7000
V104216,VX4347,2026-01-25,2026,1,Janeiro,2026-01,Domingo,Belém,BEL,PA,Norte,-1.3792,-48.4763,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,BEL - CNF,2088,Airbus A321neo,220,220,1.0000,421.1200,92646.4000,74832.0300,17814.3700,2.0000,Pontual,Sem intercorrência,197,3.9000
V104217,VX2298,2026-01-26,2026,1,Janeiro,2026-01,Segunda,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,Vitória,VIX,ES,Sudeste,-20.2581,-40.2864,CGH - VIX,756,Airbus A320neo,180,179,0.9944,316.6600,56682.1400,35250.5300,21431.6100,54.0000,Atrasado,Atraso da aeronave anterior,82,3.9000
V104218,VX2527,2026-01-26,2026,1,Janeiro,2026-01,Segunda,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,CGH - SDU,366,ATR 72-600,70,70,1.0000,253.1500,17720.5000,11972.0500,5748.4500,8.0000,Pontual,Sem intercorrência,54,3.2000
V104219,VX6910,2026-01-26,2026,1,Janeiro,2026-01,Segunda,Fortaleza,FOR,CE,Nordeste,-3.7763,-38.5326,Belém,BEL,PA,Norte,-1.3792,-48.4763,FOR - BEL,1136,Boeing 737-800,186,134,0.7204,371.5200,49783.6800,51504.6700,-1720.9900,73.0000,Atrasado,Atraso da aeronave anterior,113,3.6000
V104220,VX7492,2026-01-26,2026,1,Janeiro,2026-01,Segunda,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,BSB - CGH,873,Airbus A321neo,220,220,1.0000,348.6700,76707.4000,43700.6900,33006.7100,41.0000,Atrasado,Atraso da aeronave anterior,94,3.7000
V104221,VX2773,2026-01-26,2026,1,Janeiro,2026-01,Segunda,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,SDU - CGH,366,ATR 72-600,70,51,0.7286,214.1400,10921.1400,13098.6700,-2177.5300,122.0000,Atrasado,Restrição de tráfego aéreo,53,2.5000
V104222,VX4336,2026-01-26,2026,1,Janeiro,2026-01,Segunda,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,Cuiabá,CGB,MT,Centro-Oeste,-15.6529,-56.1167,BSB - CGB,877,Airbus A321neo,220,196,0.8909,269.7200,52865.1200,44106.0700,8759.0500,10.0000,Pontual,Sem intercorrência,99,4.2000
V104223,VX4755,2026-01-26,2026,1,Janeiro,2026-01,Segunda,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,SDU - CGH,366,Embraer E195-E2,136,114,0.8382,260.2700,29670.7800,23299.6600,6371.1200,8.0000,Pontual,Sem intercorrência,61,4.6000
V104224,VX2147,2026-01-26,2026,1,Janeiro,2026-01,Segunda,Recife,REC,PE,Nordeste,-8.1264,-34.9236,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,REC - BSB,1654,Airbus A320neo,180,132,0.7333,399.8200,52776.2400,45468.7400,7307.5000,27.0000,Atrasado,Congestionamento do aeroporto,145,3.8000
V104225,VX9863,2026-01-26,2026,1,Janeiro,2026-01,Segunda,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,GRU - BSB,855,Boeing 737-800,186,149,0.8011,292.3900,43566.1100,41307.1700,2258.9400,7.0000,Pontual,Sem intercorrência,98,4.6000
V104226,VX2716,2026-01-26,2026,1,Janeiro,2026-01,Segunda,Goiânia,GYN,GO,Centro-Oeste,-16.6320,-49.2207,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,GYN - CNF,648,Boeing 737-800,186,142,0.7634,315.0500,44737.1000,31411.9200,13325.1800,12.0000,Pontual,Sem intercorrência,68,3.6000
V104227,VX6078,2026-01-26,2026,1,Janeiro,2026-01,Segunda,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,Fortaleza,FOR,CE,Nordeste,-3.7763,-38.5326,GRU - FOR,2347,Airbus A320neo,180,144,0.8000,521.8500,75146.4000,66780.0300,8366.3700,4.0000,Pontual,Sem intercorrência,205,4.7000
V104228,VX9439,2026-01-26,2026,1,Janeiro,2026-01,Segunda,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,Curitiba,CWB,PR,Sul,-25.5285,-49.1758,SDU - CWB,676,ATR 72-600,70,65,0.9286,312.6000,20319.0000,16822.4200,3496.5800,3.0000,Pontual,Sem intercorrência,86,4.8000
V104229,VX1002,2026-01-27,2026,1,Janeiro,2026-01,Terça,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,Rio de Janeiro,GIG,RJ,Sudeste,-22.8090,-43.2506,CGH - GIG,360,ATR 72-600,70,65,0.9286,249.1500,16194.7500,15059.8400,1134.9100,290.0000,Atrasado,Condições meteorológicas,56,1.6000
V104230,VX6091,2026-01-27,2026,1,Janeiro,2026-01,Terça,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,BSB - GRU,855,Embraer E195-E2,136,82,0.6029,324.6300,26619.6600,24146.7400,2472.9200,0.0000,Pontual,Sem intercorrência,90,3.8000
V104231,VX6714,2026-01-27,2026,1,Janeiro,2026-01,Terça,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,SDU - CNF,374,Airbus A320neo,180,174,0.9667,313.2900,54512.4600,26919.9100,27592.5500,6.0000,Pontual,Sem intercorrência,54,3.8000
V104232,VX9563,2026-01-27,2026,1,Janeiro,2026-01,Terça,Natal,NAT,RN,Nordeste,-5.7681,-35.3762,Maceió,MCZ,AL,Nordeste,-9.5108,-35.7917,NAT - MCZ,419,ATR 72-600,70,67,0.9571,280.5300,18795.5100,15975.6500,2819.8600,49.0000,Atrasado,Condições meteorológicas,71,4.6000
V104233,VX6788,2026-01-27,2026,1,Janeiro,2026-01,Terça,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,BSB - CGH,873,Airbus A320neo,180,146,0.8111,294.9400,43061.2400,32775.4700,10285.7700,39.0000,Atrasado,Atraso da aeronave anterior,86,3.7000
V104234,VX7056,2026-01-27,2026,1,Janeiro,2026-01,Terça,Porto Alegre,POA,RS,Sul,-29.9939,-51.1711,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,POA - GRU,866,Airbus A320neo,180,180,1.0000,381.3500,68643.0000,33410.4500,35232.5500,1.0000,Pontual,Sem intercorrência,77,3.8000
V104235,VX4285,2026-01-27,2026,1,Janeiro,2026-01,Terça,Curitiba,CWB,PR,Sul,-25.5285,-49.1758,Florianópolis,FLN,SC,Sul,-27.6705,-48.5477,CWB - FLN,246,Boeing 737-800,186,136,0.7312,295.4400,40179.8400,27153.0500,13026.7900,5.0000,Pontual,Sem intercorrência,45,4.8000
V104236,VX1307,2026-01-27,2026,1,Janeiro,2026-01,Terça,Vitória,VIX,ES,Sudeste,-20.2581,-40.2864,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,VIX - CGH,756,Airbus A320neo,180,161,0.8944,337.0100,54258.6100,34516.9800,19741.6300,38.0000,Atrasado,Atraso da aeronave anterior,91,3.5000
V104237,VX4256,2026-01-27,2026,1,Janeiro,2026-01,Terça,Belém,BEL,PA,Norte,-1.3792,-48.4763,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,BEL - CNF,2088,Boeing 737-800,186,162,0.8710,553.5500,89675.1000,68440.2200,21234.8800,40.0000,Atrasado,Problema operacional em solo,181,2.9000
V104238,VX4605,2026-01-27,2026,1,Janeiro,2026-01,Terça,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,Cuiabá,CGB,MT,Centro-Oeste,-15.6529,-56.1167,SDU - CGB,1580,Embraer E195-E2,136,129,0.9485,456.5600,58896.2400,48229.6700,10666.5700,60.0000,Atrasado,Condições meteorológicas,150,3.8000
V104239,VX2066,2026-01-27,2026,1,Janeiro,2026-01,Terça,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,Fortaleza,FOR,CE,Nordeste,-3.7763,-38.5326,GRU - FOR,2347,Airbus A321neo,220,176,0.8000,422.7200,74398.7200,73433.7600,964.9600,7.0000,Pontual,Sem intercorrência,194,3.2000
V104240,VX3608,2026-01-27,2026,1,Janeiro,2026-01,Terça,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,CGH - BSB,873,Embraer E195-E2,136,112,0.8235,353.5900,39602.0800,26547.3800,13054.7000,7.0000,Pontual,Sem intercorrência,90,3.9000
V104241,VX4919,2026-01-27,2026,1,Janeiro,2026-01,Terça,Manaus,MAO,AM,Norte,-3.0386,-60.0497,Maceió,MCZ,AL,Nordeste,-9.5108,-35.7917,MAO - MCZ,2774,Boeing 737-800,186,165,0.8871,668.5600,110312.4000,81364.3800,28948.0200,0.0000,Pontual,Sem intercorrência,227,4.5000
V104242,VX6125,2026-01-28,2026,1,Janeiro,2026-01,Quarta,Belo Horizonte,CNF,MG,Sudeste,-19.6336,-43.9686,Campinas,VCP,SP,Sudeste,-23.0074,-47.1345,CNF - VCP,498,Embraer E195-E2,136,109,0.8015,334.0700,36413.6300,21008.7100,15404.9200,6.0000,Pontual,Sem intercorrência,60,4.2000
V104243,VX5628,2026-01-28,2026,1,Janeiro,2026-01,Quarta,Fortaleza,FOR,CE,Nordeste,-3.7763,-38.5326,Recife,REC,PE,Nordeste,-8.1264,-34.9236,FOR - REC,627,Airbus A320neo,180,133,0.7389,354.1900,47107.2700,34846.9100,12260.3600,4.0000,Pontual,Sem intercorrência,82,4.5000
V104244,VX1478,2026-01-28,2026,1,Janeiro,2026-01,Quarta,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,Campinas,VCP,SP,Sudeste,-23.0074,-47.1345,BSB - VCP,798,Embraer E195-E2,136,101,0.7426,267.2700,26994.2700,25233.2000,1761.0700,4.0000,Pontual,Sem intercorrência,87,3.8000
V104245,VX5517,2026-01-28,2026,1,Janeiro,2026-01,Quarta,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,SDU - CGH,366,Embraer E195-E2,136,98,0.7206,188.6500,18487.7000,22272.6100,-3784.9100,8.0000,Pontual,Sem intercorrência,59,4.2000
V104246,VX7107,2026-01-28,2026,1,Janeiro,2026-01,Quarta,Fortaleza,FOR,CE,Nordeste,-3.7763,-38.5326,Salvador,SSA,BA,Nordeste,-12.9086,-38.3225,FOR - SSA,1016,Boeing 737-800,186,156,0.8387,335.9100,52401.9600,40880.1600,11521.8000,4.0000,Pontual,Sem intercorrência,97,4.4000
V104247,VX4211,2026-01-28,2026,1,Janeiro,2026-01,Quarta,Rio de Janeiro,GIG,RJ,Sudeste,-22.8090,-43.2506,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,GIG - GRU,337,ATR 72-600,70,60,0.8571,233.6500,14019.0000,11701.0500,2317.9500,61.0000,Atrasado,Condições meteorológicas,43,1.9000
V104248,VX6834,2026-01-28,2026,1,Janeiro,2026-01,Quarta,Salvador,SSA,BA,Nordeste,-12.9086,-38.3225,Vitória,VIX,ES,Sudeste,-20.2581,-40.2864,SSA - VIX,844,Embraer E195-E2,136,120,0.8824,327.1800,39261.6000,27628.7500,11632.8500,0.0000,Pontual,Sem intercorrência,90,4.3000
V104249,VX6214,2026-01-28,2026,1,Janeiro,2026-01,Quarta,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,Campinas,VCP,SP,Sudeste,-23.0074,-47.1345,BSB - VCP,798,Airbus A321neo,220,139,0.6318,321.9600,44752.4400,42328.8500,2423.5900,0.0000,Pontual,Sem intercorrência,86,3.8000
V104250,VX4163,2026-01-28,2026,1,Janeiro,2026-01,Quarta,Fortaleza,FOR,CE,Nordeste,-3.7763,-38.5326,Rio de Janeiro,GIG,RJ,Sudeste,-22.8090,-43.2506,FOR - GIG,2176,Boeing 737-800,186,171,0.9194,554.7600,94863.9600,65575.2800,29288.6800,70.0000,Atrasado,Restrição de tráfego aéreo,179,4.1000
V104251,VX2376,2026-01-28,2026,1,Janeiro,2026-01,Quarta,Manaus,MAO,AM,Norte,-3.0386,-60.0497,Cuiabá,CGB,MT,Centro-Oeste,-15.6529,-56.1167,MAO - CGB,1467,Airbus A320neo,180,152,0.8444,343.4700,52207.4400,51654.2400,553.2000,37.0000,Atrasado,Condições meteorológicas,149,4.1000
V104252,VX7895,2026-01-28,2026,1,Janeiro,2026-01,Quarta,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,Belém,BEL,PA,Norte,-1.3792,-48.4763,BSB - BEL,1612,Airbus A321neo,220,211,0.9591,498.3400,105149.7400,65756.3500,39393.3900,0.0000,Pontual,Sem intercorrência,147,3.4000
V104253,VX5033,2026-01-29,2026,1,Janeiro,2026-01,Quinta,Recife,REC,PE,Nordeste,-8.1264,-34.9236,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,REC - CGH,2129,Boeing 737-800,186,135,0.7258,548.7700,74083.9500,62278.9200,11805.0300,8.0000,Pontual,Sem intercorrência,180,3.1000
V104254,VX1871,2026-01-29,2026,1,Janeiro,2026-01,Quinta,Belém,BEL,PA,Norte,-1.3792,-48.4763,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,BEL - CGH,2482,Airbus A320neo,180,144,0.8000,529.5700,76258.0800,72531.2500,3726.8300,6.0000,Pontual,Sem intercorrência,208,4.6000
V104255,VX2717,2026-01-29,2026,1,Janeiro,2026-01,Quinta,Campinas,VCP,SP,Sudeste,-23.0074,-47.1345,Fortaleza,FOR,CE,Nordeste,-3.7763,-38.5326,VCP - FOR,2330,Airbus A320neo,180,157,0.8722,524.4700,82341.7900,69192.5300,13149.2600,0.0000,Pontual,Sem intercorrência,203,4.0000
V104256,VX7151,2026-01-29,2026,1,Janeiro,2026-01,Quinta,Belém,BEL,PA,Norte,-1.3792,-48.4763,Recife,REC,PE,Nordeste,-8.1264,-34.9236,BEL - REC,1678,Airbus A321neo,220,200,0.9091,440.2700,88054.0000,65889.1100,22164.8900,0.0000,Pontual,Sem intercorrência,148,3.9000
V104257,VX1708,2026-01-29,2026,1,Janeiro,2026-01,Quinta,Maceió,MCZ,AL,Nordeste,-9.5108,-35.7917,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,MCZ - BSB,1493,Embraer E195-E2,136,0,0.0000,355.4700,0.0000,13666.9300,-13666.9300,,Cancelado,Condições meteorológicas,131,
V104258,VX2956,2026-01-29,2026,1,Janeiro,2026-01,Quinta,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,Cuiabá,CGB,MT,Centro-Oeste,-15.6529,-56.1167,CGH - CGB,1329,Boeing 737-800,186,143,0.7688,456.5700,65289.5100,50525.8100,14763.7000,4.0000,Pontual,Sem intercorrência,123,4.0000
V104259,VX5815,2026-01-30,2026,1,Janeiro,2026-01,Sexta,Vitória,VIX,ES,Sudeste,-20.2581,-40.2864,Campinas,VCP,SP,Sudeste,-23.0074,-47.1345,VIX - VCP,771,Embraer E195-E2,136,92,0.6765,271.2600,24955.9200,25365.2000,-409.2800,2.0000,Pontual,Sem intercorrência,82,4.1000
V104260,VX9076,2026-01-30,2026,1,Janeiro,2026-01,Sexta,Natal,NAT,RN,Nordeste,-5.7681,-35.3762,Recife,REC,PE,Nordeste,-8.1264,-34.9236,NAT - REC,267,Embraer E195-E2,136,97,0.7132,253.5300,24592.4100,22922.6900,1669.7200,30.0000,Atrasado,Documentação/embarque de passageiros,48,4.1000
V104261,VX6780,2026-01-30,2026,1,Janeiro,2026-01,Sexta,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,Curitiba,CWB,PR,Sul,-25.5285,-49.1758,GRU - CWB,359,Embraer E195-E2,136,136,1.0000,239.1300,32521.6800,22112.6300,10409.0500,39.0000,Atrasado,Congestionamento do aeroporto,54,3.6000
V104262,VX6106,2026-01-30,2026,1,Janeiro,2026-01,Sexta,Recife,REC,PE,Nordeste,-8.1264,-34.9236,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,REC - GRU,2101,Boeing 737-800,186,166,0.8925,515.4100,85558.0600,58395.8000,27162.2600,54.0000,Atrasado,Condições meteorológicas,184,1.8000
V104263,VX3854,2026-01-30,2026,1,Janeiro,2026-01,Sexta,Curitiba,CWB,PR,Sul,-25.5285,-49.1758,Brasília,BSB,DF,Centro-Oeste,-15.8697,-47.9208,CWB - BSB,1082,Boeing 737-800,186,0,0.0000,386.9900,0.0000,16447.8900,-16447.8900,,Cancelado,Manutenção técnica,104,
V104264,VX1563,2026-01-30,2026,1,Janeiro,2026-01,Sexta,Recife,REC,PE,Nordeste,-8.1264,-34.9236,Maceió,MCZ,AL,Nordeste,-9.5108,-35.7917,REC - MCZ,181,Embraer E195-E2,136,99,0.7279,225.2900,22303.7100,20729.0600,1574.6500,71.0000,Atrasado,Atraso da aeronave anterior,43,3.4000
V104265,VX2684,2026-01-30,2026,1,Janeiro,2026-01,Sexta,Belém,BEL,PA,Norte,-1.3792,-48.4763,Campinas,VCP,SP,Sudeste,-23.0074,-47.1345,BEL - VCP,2409,Airbus A320neo,180,145,0.8056,473.2000,68614.0000,72494.3200,-3880.3200,6.0000,Pontual,Sem intercorrência,213,4.6000
V104266,VX4352,2026-01-30,2026,1,Janeiro,2026-01,Sexta,Porto Alegre,POA,RS,Sul,-29.9939,-51.1711,Natal,NAT,RN,Nordeste,-5.7681,-35.3762,POA - NAT,3161,Airbus A321neo,220,157,0.7136,670.4000,105252.8000,93124.7000,12128.1000,5.0000,Pontual,Sem intercorrência,248,3.5000
V104267,VX1534,2026-01-30,2026,1,Janeiro,2026-01,Sexta,Campinas,VCP,SP,Sudeste,-23.0074,-47.1345,Rio de Janeiro,SDU,RJ,Sudeste,-22.9105,-43.1631,VCP - SDU,407,ATR 72-600,70,64,0.9143,186.5100,11936.6400,12226.1900,-289.5500,11.0000,Pontual,Sem intercorrência,57,4.1000
V104268,VX8665,2026-01-30,2026,1,Janeiro,2026-01,Sexta,São Paulo,GRU,SP,Sudeste,-23.4356,-46.4731,Natal,NAT,RN,Nordeste,-5.7681,-35.3762,GRU - NAT,2296,Boeing 737-800,186,155,0.8333,539.2200,83579.1000,68221.7800,15357.3200,4.0000,Pontual,Sem intercorrência,197,4.7000
V104269,VX5248,2026-01-30,2026,1,Janeiro,2026-01,Sexta,Goiânia,GYN,GO,Centro-Oeste,-16.6320,-49.2207,São Paulo,CGH,SP,Sudeste,-23.6266,-46.6554,GYN - CGH,823,Boeing 737-800,186,178,0.9570,275.7300,49079.9400,41287.5700,7792.3700,5.0000,Pontual,Sem intercorrência,92,4.7000
